sep=;
Name of program;Readout date;Radio address;User's field;Exit code (Error) ;Serial number;Identification number;Manufacturer ID;Device version;Device type;Date and time of the device;Status;Detailed errors;Fraud enabled;Temperature error;Electronic error;HCA currently covered;Set day;Units totalizer stored at set day;Heating units totalizer;Date of the last case opening;Commissioning date;Fraud duration [min];Fraud counter ;Radiator temperature [°C];Ambient temperature [°C];Max. radiator temperature of current period [°C];Max. radiator temp. of previous period [°C];Max. radiator temp. of the month [°C];Historic date - 1;Historic value - 1;Historic date - 2;Historic value - 2;Historic date - 3;Historic value - 3;Historic date - 4;Historic value - 4;Historic date - 5;Historic value - 5;Historic date - 6;Historic value - 6;Historic date - 7;Historic value - 7;Historic date - 8;Historic value - 8;Historic date - 9;Historic value - 9;Historic date - 10;Historic value - 10;Historic date - 11;Historic value - 11;Historic date - 12;Historic value - 12;Historic date - 13;Historic value - 13;Historic date - 14;Historic value - 14;Historic date - 15;Historic value - 15;Historic date - 16;Historic value - 16;Historic date - 17;Historic value - 17;Historic date - 18;Historic value - 18;Historic date - 19;Historic value - 19;Historic date - 20;Historic value - 20;Historic date - 21;Historic value - 21;Historic date - 22;Historic value - 22;Historic date - 23;Historic value - 23;Historic date - 24;Historic value - 24;Historic date - 25;Historic value - 25;Historic date - 26;Historic value - 26;Historic date - 27;Historic value - 27;Historic date - 28;Historic value - 28;Historic date - 29;Historic value - 29;Historic date - 30;Historic value - 30;Historic date - 31;Historic value - 31;Historic date - 32;Historic value - 32;Historic date - 33;Historic value - 33;Historic date - 34;Historic value - 34;Historic date - 35;Historic value - 35;Historic date - 36;Historic value - 36;Date radiator max. temp. - 1;Max. radiator temp - 1 [°C];Date radiator max. temp. - 2;Max. radiator temp - 2 [°C];Date radiator max. temp. - 3;Max. radiator temp - 3 [°C];Date radiator max. temp. - 4;Max. radiator temp - 4 [°C];Date radiator max. temp. - 5;Max. radiator temp - 5 [°C];Date radiator max. temp. - 6;Max. radiator temp - 6 [°C];Date radiator max. temp. - 7;Max. radiator temp - 7 [°C];Date radiator max. temp. - 8;Max. radiator temp - 8 [°C];Date radiator max. temp. - 9;Max. radiator temp - 9 [°C];Date radiator max. temp. - 10;Max. radiator temp - 10 [°C];Date radiator max. temp. - 11;Max. radiator temp - 11 [°C];Date radiator max. temp. - 12;Max. radiator temp - 12 [°C];Date radiator max. temp. - 13;Max. radiator temp - 13 [°C];Date radiator max. temp. - 14;Max. radiator temp - 14 [°C];Date radiator max. temp. - 15;Max. radiator temp - 15 [°C];Date radiator max. temp. - 16;Max. radiator temp - 16 [°C];Date radiator max. temp. - 17;Max. radiator temp - 17 [°C];Date radiator max. temp. - 18;Max. radiator temp - 18 [°C];Date ambiant average temp. - 1;Ambiant average temp. - 1 [°C];Date ambiant average temp. - 2;Ambiant average temp. - 2 [°C];Date ambiant average temp. - 3;Ambiant average temp. - 3 [°C];Date ambiant average temp. - 4;Ambiant average temp. - 4 [°C];Date ambiant average temp. - 5;Ambiant average temp. - 5 [°C];Date ambiant average temp. - 6;Ambiant average temp. - 6 [°C];Date ambiant average temp. - 7;Ambiant average temp. - 7 [°C];Date ambiant average temp. - 8;Ambiant average temp. - 8 [°C];Date ambiant average temp. - 9;Ambiant average temp. - 9 [°C];Date ambiant average temp. - 10;Ambiant average temp. - 10 [°C];Date ambiant average temp. - 11;Ambiant average temp. - 11 [°C];Date ambiant average temp. - 12;Ambiant average temp. - 12 [°C];Date ambiant average temp. - 13;Ambiant average temp. - 13 [°C];Date ambiant average temp. - 14;Ambiant average temp. - 14 [°C];Date ambiant average temp. - 15;Ambiant average temp. - 15 [°C];Date ambiant average temp. - 16;Ambiant average temp. - 16 [°C];Date ambiant average temp. - 17;Ambiant average temp. - 17 [°C];Date ambiant average temp. - 18;Ambiant average temp. - 18 [°C];Date ambiant average temp. - 19;Ambiant average temp. - 19 [°C];Date ambiant average temp. - 20;Ambiant average temp. - 20 [°C];Date ambiant average temp. - 21;Ambiant average temp. - 21 [°C];Date ambiant average temp. - 22;Ambiant average temp. - 22 [°C];Date ambiant average temp. - 23;Ambiant average temp. - 23 [°C];Date ambiant average temp. - 24;Ambiant average temp. - 24 [°C];Date ambiant average temp. - 25;Ambiant average temp. - 25 [°C];Date ambiant average temp. - 26;Ambiant average temp. - 26 [°C];Date ambiant average temp. - 27;Ambiant average temp. - 27 [°C];Date ambiant average temp. - 28;Ambiant average temp. - 28 [°C];Date ambiant average temp. - 29;Ambiant average temp. - 29 [°C];Date ambiant average temp. - 30;Ambiant average temp. - 30 [°C];Date ambiant average temp. - 31;Ambiant average temp. - 31 [°C];Date ambiant average temp. - 32;Ambiant average temp. - 32 [°C];Date ambiant average temp. - 33;Ambiant average temp. - 33 [°C];Date ambiant average temp. - 34;Ambiant average temp. - 34 [°C];Date ambiant average temp. - 35;Ambiant average temp. - 35 [°C];Date ambiant average temp. - 36;Ambiant average temp. - 36 [°C];Cost per unit;Start counting date;Product scale enabled;KC factor;KQ factor;State of parameters;Remote sensor plugged;Mode;Measurement principle;Communication module type;Suppress counting currently activated;Radio AES encryption;Device access right;Battery use duration [h];Totalizer remainder;Commissioning done on;LCD Schedule;Skip next set day;RF transmission interval [min] [min];Auto-reset totalizer;Winter period start date;Winter start radiator temp. [°C];Winter max. ambient temp. [°C];Winter min. delta temp. [K];Winter default ambient temp. [°C];Winter measure period [min];Summer period start date;Summer suppression of counting;Summer start radiator temp. [°C];Summer max. ambient temp. [°C];Summer min. delta temp. [K];Summer default ambient temp. [°C];Summer measure period [min];Software version;Hardware version;Historic date - 37;Historic value - 37;Historic date - 38;Historic value - 38;Historic date - 39;Historic value - 39;Historic date - 40;Historic value - 40;Historic date - 41;Historic value - 41;Historic date - 42;Historic value - 42;Historic date - 43;Historic value - 43;Historic date - 44;Historic value - 44;Historic date - 45;Historic value - 45;Historic date - 46;Historic value - 46;Historic date - 47;Historic value - 47;Historic date - 48;Historic value - 48;Historic date - 49;Historic value - 49;Historic date - 50;Historic value - 50;Historic date - 51;Historic value - 51;Historic date - 52;Historic value - 52;Historic date - 53;Historic value - 53;Historic date - 54;Historic value - 54;Historic date - 55;Historic value - 55;Historic date - 56;Historic value - 56;Historic date - 57;Historic value - 57;Historic date - 58;Historic value - 58;Historic date - 59;Historic value - 59;Historic date - 60;Historic value - 60;Historic date - 61;Historic value - 61;Historic date - 62;Historic value - 62;Historic date - 63;Historic value - 63;Historic date - 64;Historic value - 64;Historic date - 65;Historic value - 65;Historic date - 66;Historic value - 66;Historic date - 67;Historic value - 67;Historic date - 68;Historic value - 68;Historic date - 69;Historic value - 69;Historic date - 70;Historic value - 70;Historic date - 71;Historic value - 71;Historic date - 72;Historic value - 72;Historic date - 73;Historic value - 73;Historic date - 74;Historic value - 74;Historic date - 75;Historic value - 75;Historic date - 76;Historic value - 76;Historic date - 77;Historic value - 77;Historic date - 78;Historic value - 78;Historic date - 79;Historic value - 79;Historic date - 80;Historic value - 80;Historic date - 81;Historic value - 81;Historic date - 82;Historic value - 82;Historic date - 83;Historic value - 83;Historic date - 84;Historic value - 84;Historic date - 85;Historic value - 85;Historic date - 86;Historic value - 86;Historic date - 87;Historic value - 87;Historic date - 88;Historic value - 88;Historic date - 89;Historic value - 89;Historic date - 90;Historic value - 90;Historic date - 91;Historic value - 91;Historic date - 92;Historic value - 92;Historic date - 93;Historic value - 93;Historic date - 94;Historic value - 94;Historic date - 95;Historic value - 95;Historic date - 96;Historic value - 96;Historic date - 97;Historic value - 97;Historic date - 98;Historic value - 98;Historic date - 99;Historic value - 99;Historic date - 100;Historic value - 100;Historic date - 101;Historic value - 101;Historic date - 102;Historic value - 102;Historic date - 103;Historic value - 103;Historic date - 104;Historic value - 104;Historic date - 105;Historic value - 105;Historic date - 106;Historic value - 106;Historic date - 107;Historic value - 107;Historic date - 108;Historic value - 108;Historic date - 109;Historic value - 109;Historic date - 110;Historic value - 110;Historic date - 111;Historic value - 111;Historic date - 112;Historic value - 112;Historic date - 113;Historic value - 113;Historic date - 114;Historic value - 114;Historic date - 115;Historic value - 115;Historic date - 116;Historic value - 116;Historic date - 117;Historic value - 117;Historic date - 118;Historic value - 118;Historic date - 119;Historic value - 119;Historic date - 120;Historic value - 120;Historic date - 121;Historic value - 121;Historic date - 122;Historic value - 122;Historic date - 123;Historic value - 123;Historic date - 124;Historic value - 124;Historic date - 125;Historic value - 125;Historic date - 126;Historic value - 126;Historic date - 127;Historic value - 127;Historic date - 128;Historic value - 128;Historic date - 129;Historic value - 129;Historic date - 130;Historic value - 130;Historic date - 131;Historic value - 131;Historic date - 132;Historic value - 132;Historic date - 133;Historic value - 133;Historic date - 134;Historic value - 134;Historic date - 135;Historic value - 135;Historic date - 136;Historic value - 136;Historic date - 137;Historic value - 137;Historic date - 138;Historic value - 138;Historic date - 139;Historic value - 139;Historic date - 140;Historic value - 140;Historic date - 141;Historic value - 141;Historic date - 142;Historic value - 142;Historic date - 143;Historic value - 143;Historic date - 144;Historic value - 144;Historic date - 145;Historic value - 145;Historic date - 146;Historic value - 146;Historic date - 147;Historic value - 147;Historic date - 148;Historic value - 148;Historic date - 149;Historic value - 149;Historic date - 150;Historic value - 150;Historic date - 151;Historic value - 151;Historic date - 152;Historic value - 152;Historic date - 153;Historic value - 153;Historic date - 154;Historic value - 154;Historic date - 155;Historic value - 155;Historic date - 156;Historic value - 156;Historic date - 157;Historic value - 157;Historic date - 158;Historic value - 158;Historic date - 159;Historic value - 159;Historic date - 160;Historic value - 160;Historic date - 161;Historic value - 161;Historic date - 162;Historic value - 162;Radio scan counter;Radio carrier counter;Radio wakeup counter;Radio received frames counter;Radio sent frames counter;
Son566-ANDROID;19.04.2021 13:41:05;25482664;;Read Ok;25482664;25482664;SON;22;Heat cost allocator;19.04.2021 12:41;0;0;No;No;No;No;01.10;0;185;2000-01-01;2021-02-24;0;0;20.01;19.86;44.84;0;;2021-04-16;185;2021-04-01;149;2021-03-16;82;2021-03-01;15;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;661058;967;31;35;4;
Son566-ANDROID;19.04.2021 13:48:09;25482667;;Read Ok;25482667;25482667;SON;22;Heat cost allocator;19.04.2021 12:48;0;0;No;No;No;No;01.10;0;127;2000-01-01;2021-02-24;0;0;20.43;20.54;42.4;0;;2021-04-16;127;2021-04-01;105;2021-03-16;59;2021-03-01;9;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;661902;1785;85;95;23;
Son566-ANDROID;19.04.2021 13:25:33;25482665;;Read Ok;25482665;25482665;SON;22;Heat cost allocator;19.04.2021 12:25;0;0;No;No;No;No;01.10;0;144;2000-01-01;2021-02-24;0;0;18.87;18.26;41.44;0;;2021-04-16;144;2021-04-01;118;2021-03-16;64;2021-03-01;11;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660666;5173;61;65;4;
Son566-ANDROID;19.04.2021 13:25:38;25482666;;Read Ok;25482666;25482666;SON;22;Heat cost allocator;19.04.2021 12:25;0;0;No;No;No;No;01.10;0;115;2000-01-01;2021-02-24;0;0;20.5;19.06;40.1;0;;2021-04-16;115;2021-04-01;101;2021-03-16;53;2021-03-01;10;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660721;2917;63;67;4;
Son566-ANDROID;19.04.2021 13:45:49;25482677;;Read Ok;25482677;25482677;SON;22;Heat cost allocator;19.04.2021 12:45;0;0;No;No;No;No;01.10;0;63;2000-01-01;2021-02-26;0;0;19.76;19.42;35.76;0;;2021-04-16;63;2021-04-01;54;2021-03-16;29;2021-03-01;2;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644803;282744;30;11;4;
Son566-ANDROID;19.04.2021 13:25:50;25482676;;Read Ok;25482676;25482676;SON;22;Heat cost allocator;19.04.2021 12:25;0;0;No;No;No;No;01.10;0;0;2000-01-01;2021-02-26;0;0;18.81;18.36;34.12;0;;2021-04-16;0;2021-04-01;0;2021-03-16;0;2021-03-01;0;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644461;87997;58;62;4;
Son566-ANDROID;19.04.2021 13:25:55;25482675;;Read Ok;25482675;25482675;SON;22;Heat cost allocator;19.04.2021 12:25;0;0;No;No;No;No;01.10;0;133;2000-01-01;2021-02-26;0;0;19.95;19.14;39.1;0;;2021-04-16;133;2021-04-01;108;2021-03-16;56;2021-03-01;5;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644521;5136;68;72;4;
Son566-ANDROID;19.04.2021 13:25:59;25482674;;Read Ok;25482674;25482674;SON;22;Heat cost allocator;19.04.2021 12:25;0;0;No;No;No;No;01.10;0;100;2000-01-01;2021-02-26;0;0;18.53;17.83;34.09;0;;2021-04-16;100;2021-04-01;83;2021-03-16;45;2021-03-01;4;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644565;1096;68;72;4;
Son566-ANDROID;19.04.2021 13:40:25;25482661;;Read Ok;25482661;25482661;SON;22;Heat cost allocator;19.04.2021 12:40;0;0;No;No;No;No;01.10;0;188;2000-01-01;2021-02-25;0;0;19.27;18.53;46;0;;2021-04-16;188;2021-04-01;154;2021-03-16;68;2021-03-01;7;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649377;32200;23;22;4;
Son566-ANDROID;19.04.2021 13:40:06;25482660;;Read Ok;25482660;25482660;SON;22;Heat cost allocator;19.04.2021 12:40;0;0;No;No;No;No;01.10;0;184;2000-01-01;2021-02-25;0;0;19.33;18.62;44.57;0;;2021-04-16;184;2021-04-01;149;2021-03-16;77;2021-03-01;9;2021-02-16;0;2021-02-01;0;2021-01-16;0;2021-01-01;0;2020-12-16;0;2020-12-01;0;2020-11-16;0;2020-11-01;0;2020-10-16;0;2020-10-01;0;2020-09-16;0;2020-09-01;0;2020-08-16;0;2020-08-01;0;2020-07-16;0;2020-07-01;0;2020-06-16;0;2020-06-01;0;2020-05-16;0;2020-05-01;0;2020-04-16;0;2020-04-01;0;2020-03-16;0;2020-03-01;0;2020-02-16;0;2020-02-01;0;2020-01-16;0;2020-01-01;0;2019-12-16;0;2019-12-01;0;2019-11-16;0;2019-11-01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000-01-01;Yes;1.0;1.0;3682;No;Normal;2 sensors;Radio;Yes;Yes;Consumer;7634;;;;;;Never;;;;;;;;;;;;;;Sw 1.4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649397;2067;34;36;4;
